id,название,тип,цена,ширина,длина,высота,материалы,цвета,новое,бренд,url_товара,url_картинки,стиль
218,"Набор деревянных стульев с мягкими, верлюровыми сидушками и спинками для кухни и комнаты, 4 штуки",стул,40000,43,43,76,"велюр, дуб, дерево","желтый, бежевый, зеленый, синий, коричневый, серый",1,кетмель,https://market.yandex.ru/card/stulya-dlya-kukhni-4sht-komplekt-derevyannyye-myagkiye-so-spinkoy-dlya-obedennoy-zony-antivandalnyy-velyur/5052403008?do-waremd5=EO9QGTJbFBV4FK7yj5wNJQ&sponsored=1&cpc=JmLMZ-X6YEsyCtfaOiyZch9LYRph2ePr9ibQStktoD8zXf0OyF5N-4XyReAbmbVYlMgj4p7bpKBrJkszGH1EFxLPOF3IbEmEhI8NtQU2_94TE6efFwNjAVa_BamAuTuIAqEvx1wxt3SKKSELtOF3WyPaFZ3yO0emtjQCr6sc0qLfn0ur64COmSzj6p6csJ8RccgcYd7mG5HJgYyU5P-jsgCeGaTG9JVSp52DztFSvYPDWgq6M1LFG7GLko1S_Q7yq5d6P25eW9i3iE-7HibaeOZEeLaHO6rjtLmaU7Y2q0Oc5uDrokE-tRPlQjlBKmYqht_LAtYJT7hMMEOP0qMdL2KtsIHS0im6X91e0X1zheEREXg6X1kY-vFLIa85_r5ML32D3aVBZfCqTWif9Dnmw4-ToTR2_uSgJW8U938L_xWRpK9qzgm1y5h47tnakKxwFb9TmqA5EEhLRo9EAiejEPPhwy6LulsBC0HmsKRnwqXGcxxUQZBtYlbe4vvXapIcfaSmcj4wGCeinQAYWwSwP6YQvVvGnXk6jyd_Fi8vMHtcObKuJaksYYxba3z0Gf1Ps_0f9Q5MfuwENb4KFbi7UbC7KvNH6wIIAaCvXwNrfAjDTnnNHMCbyjIpF4H1h68ZA3MoadRlChNg5dCP69gkyGk_kTJv6ZJU6-NQTiefSly71we-_lczZf_PlZEITlXMqBcD7ftRMqHIL3ULTishsjy6soiaKQXf4qzARQ_yYVS05GMNCgIHV4CvwEX9WGftQR_Fk9aJmdZKVVuJyHD7dEMZD4ntWhKBZdr2E2hedc9ZHajA6dWEpOWlU3f_f0ts0IImUKRA6Yo%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/19767307/2a0000019be5e51ff9b6f31bf37b6edd80a9/optimize,"современный, лофт"
219,Комплект деревянных стульев для гостиной и кухни 2шт,стул,34300,46,46,100,"дерево, жаккард, бук","слоновая кость, белый, золотой",1,венские стулья,https://market.yandex.ru/card/stulya-dlya-gostinoy-milera-m-slonovaya-kost-tk-ikz-2-sht/101646560588?do-waremd5=0p20K3foUAfKcbmG6DOtDA&sponsored=1&cpc=JmLMZ-X6YEtmJ0Q803xJlugBPkY9FAkNMsHwDxj2YxpFYf1g1cKl8AQ1m4rkkSnvLcrhtoISCpr7vZU7JUUEw8aniFOFztlHh-Xb4AhOR49ZMWWAwK90-DR_p2Ff-ejLdcZ96hkshgFWg91p_2BF3CexhcZtDuK3fiqRGk_rDxfRQ77wp8bJWaHtb4Eo9BtCL0DNXu8N15TmTUMUQKpZkMEyWz4JNyzKFEsbzBqSqO_RXw9PLlBPhM6VVei7KeF-HBFLSi-G43n6YMhfcaaVAM4fDXeDmPbhbKs3IbWkAdeo6AzDpPfAdJEM-9IoLKHrWr5eeKMozdStGFaGySEbOkGERa6GLMc0xdUQlOZx28LkDlEPZSSZ1p805txVzHDpKaBwm8nGVTiMOKb6bOAAnKux7DLKzCPMOHmndaRq2KKBhXV9OX5434iZrI5YL_hTI5qg_uIW3TSty8OK_CBut_LP2Ts5C6Ygae9Xpg2hX2RbblbUNofac912U0OXQFUxs-Ua9loYQyMGExBklyFkUN8HeNNi0fDVnL0_MbQKyiFM7SWHvOU4g8MByT2PIE-F9zRJ52dhI-xdKIZmTamZ_tyHs2ckFeSMqWgFVta6CjY3obQxKqbAYToLAvVHcaTkxLPweLc6t4CNqhc5qtsZSERCakOfZ4z7Pq_lW4AUWbY%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/12258964/2a0000019ae5b8845a3f487ddbad1b0bc51a/optimize,ампир
220,Стул для кухни SC-026,стул,7000,47,36,72,искусственная кожа,"белый, бежевый, зеленый, синий, графит",1,цм,https://market.yandex.ru/card/stul-sc-026-belyy/102146266028?do-waremd5=P3QVeaXyQg4PJonOInaCRg&sponsored=1&cpc=5BMRQ_KMIRsYUmmPsx1j0fdwg4marAoxnvrjcCaAsZGTCZpRrwjr8NrOQ3bh6L_ROP9IfmBKEuBRQ25NUBlzFI1JooCw0Sd4n7l8IhRsBeAYxyHy8Lkx99ArExD7jy6fokAe70Kp2YcG5e752qzgy6T9dXcDjrCKWzgF05yKf8WlYl6we5COLSxv1BzXUNJzUPeRyEX9SXpuLa_mGoNHq4Us96Fn237Pr5RXx001Dh2cdhuS_pwORBlQ-BlYYKSKQK-aGRnKZ8GPVKQMz9a9QhU9aIZ_duPeCSC4efgqahdhLdkwQMpMi0akQxY8ogjXOCoxhlzWixq48E_a2C7TEBtf71HwkYQbVNI6s33NCkLbHzv1UhA0nrLfsLgYChdEYDWKHmbOhetNdbpqA9txWItbcDfeFM1pOKcNUGSWYKGQOHHEzh7DjIZK0VdpmijVJNFCXKUCppkRFCyrGqMI4-hxtNwXnqw95SIFzt79za_Npc5cX1fgkauSXztcyJwLslfWOXFFasALzL_t1XwxKaCG8o4onm-P48x_ai8wIgLAkBn3i-d1SDyDEPfNTXqLiUldK_Wo0DuKjQAlLD-3j6_whD6c3gqX88lm7ffBJWymLK8PKneCaKBNnjqSIlm4knhbAuyz1iDZx1nXy2PoIQOeYQ-TQts64_xzGCjpBDOMCmObUvvsv-gxo0RVYcZ-9G6bGu73JwMxpDFtGkz8c6pjdfN7c-TVc4L9ECdxGHftkQkVz96DXkY0N2BUpt3Lb7g0oaCN-fYwVm0HvisntD6xibeiaT3nSTtn-j6dk0jEpgAlU5SiMTlj3IpqxZZcR3yXwW0jAoopBpd5TtWcZrRVCWa-QsDSV1q4ieeOTQ6AdjYjCjAP-U-LtpQvqiSSi-8QzB9nroCf-_rzOz-IFgoXgpokqOvsAnR6IH9Om-9vgwrrKz-geQE8W9WgKrNKZwktkIbYjUp0tffpbZrMFGUfog21X8ooOl0S0gugEOXt5vu9pmTFaL7fBHgwKA91b_eEl3fk77GFCgkVwYFqDOp0WcaHOFV8yMsXqUzMiTI%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/18316420/2a0000019b6a6e40b79059e6ad9639c493c0/optimize,"современный, лофт"
221,"Стульев, 1 шт.",стул,12410,45,43,91,искусственная кожа,"черный, серый, оранжевый",1,yueaj,https://market.yandex.ru/card/komplekt-stulyev-2-sht/4900664198?do-waremd5=JjxjrVE55CxOj1nnEqhyZA&sponsored=1&cpc=XdM4WmvS-ni5L3pTkOdF1XuVmC2_xWuvu-y5_H68mAKo4DUwOAVPmc3wVIYFdpY3RJZ8fq-azowoTtTgME9WsCN8D8fcpnKK4fqAtOcavkFs_abvbGC0Mdoxl5uWzeQ2ZatSXCiwyE6jshTFvAxtRm7Ks3p_Im3yEIMGJ_6z_TmlcUCVOvCSOIwo8edfG4fTVRtSk9ZXpvjiTz9OOwjVpE__Ipv-Vb_45mV2ENDlIe03iT_YfPMyzIsF4W8FFQXF8zsEm6u19dTYsVO28Gq9DYBfLeP7Smh9Kf72R1l6zm24cqhq4aAqH74jiBxQjdXIVuCq-HNwH-9-REK-NfbmpgpokIfA4zIaFpXxPdDn_rGQdjJVS-nIlyDw5UJmhO1gDtccyTHQyY3mBtD6fZi0BjpS8ZRcBzECsgMgEq6cLv_M5YuFH7ZTzS2WiiO8kO_bfeH32_Qwtz5PnYN9gjRgaaXJu6aKZ53TSagMpGN1hCrKLWNP0mkO94UVCwblPXfen-oIL02WzDeyYmgPS0aRU1hhgI6R-evLupvOr0qqBiAEyR1jkOSDDwxK4WoVxB3RTbTEO7q10IRcPn2099n31o2-ZcrKreIfL9BiyTv6yLHXU-SNuazvsZWANVSz-LcO5PoL7wQ18i2q847MsgxDVQJCGslahPw93EwjvWhzur6zL-utTVkvAuHc8x4hQ46-XMKbFMl9RizpBwImDguz6iokUZGEOUkeCg6ePYyoxa32xDN6BCIvzQGCMiRHzIlU30os31tEkEeHXExa4ZOk3sQryPKkTGm2uUBSzROT35nXOKi0BV1OcJjatS7DBbeMe1DXw4pOjguDykIjQ9C5LxLetUsOBsHh_OC9H4cvXVZKs9E_3Ug1EYx3C_CV4Ru-DahenTiyCkI7EETD7mix2foQC2idiFdKptn3x0fo0s-zMPEUcDBmy7ELAGGW6G6afbfh-QsEe3PxQjJpJ7EdvnEzEsd2JwIMCrEARP901mqjQjU_QiBy0sLntTAQgyfGsBPKqKdv-uR3j5A47Lsv7xuDMmmNwJ2Bla4MuVkmLMwbzK21f8eGLr187PuaZCIqBUnEPm4ob13mWq6T3jyaTt42ovVX_GnMz44EpJsRlhVgGaDBBlycNt5Ea20GMkxLn2BRapOhwL-NGK4d7zEWFzhF0aj-ZFObWl_cmTyGkQc%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5252557/2a0000019ae86221edd41cb8312fabdb1170/optimize,"современный, классический"
222,Стул кухонный Hoff Toledo,стул,2699,42,52,97,"велюр, металл","зеленый, белый",1,hoff,https://market.yandex.ru/card/stul-hoff-toledo-415kh97kh52-sm-obivka-velyur-tsvet-svetlo-zelenyy--belyy/103149263965?do-waremd5=pqyF3KDu-OrwuwgqFqrC9w&sponsored=1&cpc=XdM4WmvS-nhmXRueQUoJ556Wb9cEP3iAwZPW8YEOw6wT8SvBrqDnOX_2-oQT7mmsutQmEDn9KY5euAWN9xY7cjecRWVK82zw3ph5_xU_DLHf4lRTZUs6FZ5adrBI398-V7IheyryzoJe2efIK2i2gMsgh_-kpKNcGX5cYroG9YzFZiZ6dfGtLblSxI7HB34nHyivUhSLpMUEAUAKMBzhASEmrIkFxRh0QnUW0liEZ3ZuhOi9jBm1a3aBKxDPDs1t25e9AibCWfbuAIb_hrGiM4nsWNZNmcNVYmg4vbN_Qpixk0RcmjUW6qbmh9mXrmp1aHrqs_w-piGcxNj-fT4uVRu5ib1mdL9jL4ebHbdoPYhxVVwet2FkZXlyQjN1MD1aFltL_gmE87IHjtH5iLJo-T4IN-qQOEKGkKCWChy00CZtNkAU7hml3OQbW60KM0GeYpDdgFN1drzdTkcXDGyAW1URMnjRb17wDjYLREXg0KbRhMXQuR6MFLVmD3ZX3uWcdkAcHqsteSi3rrSw7PM7Aa4GD9ifO3Kd9h2faMy95aHpCLQcdiYLJbbB54LMXCjAsNZAaeswCqjGpcBEkjCIxPK5Xrrl92vlWCxfKUXs6_7TKuONkBkwIT5XdTK8tuiRsTGSuPhkZ6y9YN8HHn2oaYhwdn6a8zUbeW1wVHDsugokGn2Wbu2jZ89HdSSJdhurD6WtVcEMjVienlyItyEzLByxd_JSbaKDJcr0-B4cs5NZAjbgm79XtVvByt-GJhMous7HHfS8qo86YDNevhK_43trf5p9FRHJxfg4qOJPJJvUbyBG4ENi7CzCqsme8ysbn-cb4RUfIFFWoADNDHAZsywUmIixGor18rik0fJ1CcOCm4PtXZl5YscwihP-XIaFhcRbf6Tx3Jp1_pH5F7ziY2G4nIC-yuHBVSxdyLTBMaXddz1pQQ8aTM3aPGEAASu39HsdaEtOcEDwruic6Acdf9l7rNUBDkCW0lQ5Kq05vJjrpkt7ClSC7-7zYoDdOu-oeq0GahOs785f5LMoGS5GoIMLoU-jGKegTnLm89-9KiTPirldcOjKjxFTRO_qxY7undOfJTNlSoNZWBghwCwL4igOtA0mOhpmR1hyLZ2DM3d5Ifiw0VyFjfC0yoyj3yJ6cgbtDk8qK39ogN9rjukMUWYalf57AOeOhZTPnZa1Qoasz0OxzMRQUQ%2C%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/11240005/2a00000190636ecd95ef0d97276c8fa10638/optimize,"современный, классический, лофт"
223,Стул с подлокотниками Hoff Amelia,стул,6299,60,59,82,искусственная кожа,черный,1,hoff,https://market.yandex.ru/card/stul-s-podlokotnikami-hoff-amelia-60kh82kh59-sm-tsvet-chernyy-orekh/102037860201?do-waremd5=j0IOHQkPYDIQ9p2JI1S1xw&cpc=sQbTiy46DqwbMshkBkhFS5irRCI8YLe-lXX980X6-95flZ-hZ1u6ADe8V68LQOfFua4DZgNqSKePWaYpqVsLPfOMrRne0bx3TfwJsyFCU9HSzAdYCuBsGcoYaFD-zwAvAkv0WBCZOc2JsiJoPZaj9YheZcr3DcxNyl1nkzUn_u8u0Ng5xd4z1_mnFC8Tpcs8r1ClFWkBp33y_rJyz76Sy_dAuBuJRnO8dX1Nl3Zm4XYgSzLF3ipKeAscJ8yYQGWw2ZBWspIKAc2YUVfr_sCt0jvN-luIAU0juJCVxIXdneYceweuSMcOlGPJd1aKIosB-BCuLgT5_x37VAd19zp7t5d1JwCgYQcw8-2NBuxsWkr0omVnX_zajyPVAlHDTxPWOVW5LGQ6msA%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/8139064/2a00000194dfb3df4a963812e7a772c9b4e2/optimize,классический
224,"Стул ""Лепесток""",стул,5703,63,46,81,"бархат, сталь",серый,1,dandanshop,https://market.yandex.ru/card/stul-lepestok-uglerodistaya-stal-barkhatnaya-obivka-seryy/4605115559?do-waremd5=MZgNJB_PXB9u1GICvNJEJw&cpc=XdM4WmvS-ngztWvWYYciG_tmzxXPSA9tPKljgjZy2nIaBzQ8nYPOBbj1g9xr64pMTQZ0cSbwcK8LQ1yMJ7DIAXt6c74Bk0OZRuka6J2K3vQokMbh7taYmuqWQUvDZstSuY22sHmcOlylSr6TtsrZsV6D9D8NBkdIEk5vVKGTLdQ2XxX6DWMLf31w0XhVu7UX92J-4ZA8rMoOs8Mbr5Sw5etAr6gf1sKDz5PRCDW4-yqXibRUMgSMTuTwDCE0vN7Xh8XW7-i_t7FDWbcZvvJqOEObNiLr0O51pYXIlPVjE4wCseMow7JO4Xzy7khaDlbke9eY36p_KMLXKvS7mIpga-cq2dVoWNLIJqzcECXtBreLNAiJNCAGVjtE9CjZDK0MjqQ72rqxtnkyDQ5pp45WFRX8q6zy1qtBbG8Ef205LMgBRe_CPdUA2DE4GHQC-IziGgGJ3448piwK2Qo6JTw4qoy9mGtTPRKTaP5zls_X8U9xh8wrblRNPxBfytCN_2qCMoSQXuzsiVIDWbP80OUtjJ6iD_DQ82Azv1UXrPJuxPjIvz0xnAUa87I1LRDuOb9VgJCIl_VrJgqRJmh6qJndxTkgtY5YGVVNpruf1YVHHDtYVC9VjfeDVBBRl5JFc8lTuARbWBbyjBIp4nOK6UWdlLDj_KCj9l4ExcMOIoULV8GEAEA9QHB3bg70DyVh1m5uAOR6PX7Fqv1dt3aIkFJb33-v7dCQ3oTd4tuofA1gSFQVbRs7x2Hb_KJw5eXHwcmOi8jlSl0P1q8y8Oh3AhhNe19cUeu6op28-Ua_Bsvu6NRDoLD7Zknzp5YnwasTGyovD3Tuy7LJfPNvcjo6EYWFb-pXuzuQoej58zagLGxpbaOtLtUjt2puD-bxSi1IAUcIztnG3GfjZgdG6OKvtPFFmQ9GqQWvAN3HNE4_OB87kHOasVvHket1VRuEb7A0f4hlxQW4j9qZhIT4SCZUFGu5wAjxX-HmLxc9SfoVtnz6Xdm3S2DKP3NgyoqPXNWqxwhuVcU2fYpKNoffW_8Yh0okZMZmmzzxM4SKU-SfR-MKFslKJmSRKDAwAQvy7SO4Q3GjawSIf12D65m4J_sYSoL47Fh73P4MoVQBhfTghqDmJbsutxP_BqRnVWWf-iOGwooJ&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16447976/2a00000198e11d39efeb499baa088f786df7/optimize,"современный, лофт"
225,Стул Бонн,стул,19903,48,53,74,"текстиль, дерево",серый,1,deephouse,https://market.yandex.ru/card/stul-bonn-seraya-tkan-nozhki-metall-pod-derevo-dlya-domadlya-gostinoydlya-stolovoydlya-kafekukhonnyy-stulstul-kukhonnyy/4822833844?do-waremd5=d33sTYILT6HRbn7QOvWFrQ&cpc=XdM4WmvS-nhyTGuIdPvFR6fz5TSc1wa4gEkPHriuigXTkDUvZ9ynF7xGcJdkNjHUN9_to5GRcsYIauahVCo9GlTLEeYaMx87b5J8t4fy0p2GhFp74HDC9RKscD8x3wRux5Lk2a96m5rVQLUiM8XuNNGyRkWm6Cjqp6Jds3q-IuMEbwShC46oQKTISpK8w1CtWkBgFUusNYiiEdIBR6pXStLZs4GR2PmHMC2drbhk8NygPWyTxVRl8Q%2C%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/15034155/2a0000019b221a5d468d8d304575a4d6cfe4/optimize,"современный, лофт"
226,Стул Милан вращающийся,стул,38610,42,53,77,текстиль,терракотовый,1,deephouse,https://market.yandex.ru/card/stul-milan-vrashchayushchiysya-terrakotovaya-tkan-dlya-domadlya-gostinoydlya-stolovoydlya-kafekukhonnyy-stulstul-kukhonnyy/4866838156?do-waremd5=MvNLfGF6BnMQAwG_k2wVQg&cpc=XdM4WmvS-ngxk3xk9ShJqdM_VY5DXzjUgpM6SNzmPnvm9VMA6gGRvGGY2WEvaW5j6D4twuAXZ6KU544AbgsjTVrYgyZ9XLs7ssFtBimH3Pz0xRNbkoR_YlJ-AdkT3vroVOeVq4QOs_QzpmrLYBsJYsE4QnJamwrMYE_0rd_9UCxpL7v94RQM3q51EranVuhwb2fl1yatuyUltk4NbZS97hcJnycAMivn4337SqIIv4PRS-J6pFPPmg%2C%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/4450422/2a000001975f6df91a1041429b2310a78fc4/optimize,"современный, лофт"
227,Стул Бремен,стул,29854,53,59,84,искусственная кожа,коричневый,1,deephouse,https://market.yandex.ru/card/stul-bremen-svetlo-korichnevaya-ekokozha-nozhki-chernyye-dlya-domadlya-gostinoydlya-stolovoydlya-kafekukhonnyy-stulstul-kukhonnyy/5106280063?do-waremd5=plmrkEDaWA1St7HHYxLL2A&cpc=XdM4WmvS-ngP6x1h2vnwyafZQQbesZ804xXKeAQPrGp7C6YcM4bGh-LbQkiTHhrgFrOncBj4ZcjcvJ5zHcwcHg1WLZyvFJ-tj4641ljd-IXCdjDBQnDTbjJCD5Mqy2psaXQoEVhIg0ZP-c6UMcWtCxM8BJZpPjrQmkNV1S1161C0cBpnJ2F7EzT0uqx6ac9tHJLpCCrj1f8WZ0q5S0MXkHZNzZzd2bu0D12orrOf9180nGQxzowkLg%2C%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/14885375/2a0000019c2a9e03a5e3032ab52d79e9201d/optimize,"современный, классический"
228,"Стул складной кухонный, офисный, для гостиной со спинкой",стул,2656,44,49,75,"пластик, металл",черный,1,brabix,https://market.yandex.ru/card/stul-skladnoy-kukhonnyy-ofisnyy-dlya-gostinoy-so-spinkoy-serebristyy-karkas-plastik-chernyy-brabix-golf-lite-cf-017-532895/103788884132?do-waremd5=KlMtLKHiMHi3fYvA8DfPmg&sponsored=1&cpc=B3R-mj-fJgJbqhBln-1ckN3HuJQ-TENltTNt6eIKdCbZs7PULnhInWrwWdrid4VXYbfGu45SO_ZB0xaBNYRyxNR2TFoxK6BdA6w5JgfWxwBhISs6kYRzAycElHMniHIb1kMGwy9315hfhadVPMJapE5wkv57G6rNyzcw2r6zrxXD-JM6Mye0Tta0g3q-GQxGcEbpumqY4cWepaUWhMLUYqHdb_2KnoUjKK9daa1eYOVHVuniw0XknXOgPCsT0tf4_kinKtCFo424vtT31asdlUnKBS0bIoSCcLY1BY6LyicKz0QF9iCOcPOSZrvksL918qmycOW2RFBzohf3eLzVLA%2C%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16141378/2a00000197aaf1d97c9f40109d5681212318/optimize,классический
229,Стул Hoff Бриз,стул,5499,40,41,98,"дерево, рогожка","белый, бежевый",1,hoff,https://market.yandex.ru/card/stul-hoff-briz-40kh98kh41-sm-bezhevyy-belyy/102203291254?do-waremd5=poJQwrvij-UhRcZeOq_3mg&sponsored=1&cpc=XdM4WmvS-nh-KKYjt93i0IBwWysLl8Emhb5JhrHmpMzVd-90YEzC3XC5aRIR8DTyn4Ll2KMXF_8uGxWrueiWjdRzCbzjUWRMuypNYt_3qXtXHdUbNsM_pUfeybHgWDD3COy_SAFyfbTOfxFB_RDeRhFkPlHO8gke56hXIg9knyBnsZpAjQiJNQqjpdWx-4cWaxx3Aat0nTZ2ctuvLEjMrihts708PJ_8R0pM35OQGxsiMzSueVHSK9jC8VBYlpPi713PfUoWAQngfheRlTpKm35STuGUmzXE2nkMJdzrPkhTdDt05j_v387A-_YP2PQrAPlHuzvmaJ7BlOPbxFrTAB0KWlU9lv17rwkrjHRKbSyn9rrHuhLO7dVE4vu5bCFm6eWGqw6aPdivrXKITZaM2oAJbrnoJ4-90vJuj_CTdSmUK_mCukCjCwqyVbluwq7dmPFYhY0tqrY4GKr7CFczmQrc22KRhfXF1NhIfoDjV4AB7lWx3Ck331XsvCGgNMpROtB9d_koUBvgXKcKysHFX0BsXl9H9gwDNJyx4zQxkvod3LOyEpSBasMaITVmgzjqK8VdIFRBVHUXRvIJbfHerutzvBbRBRv_1ESrO1ARFAwgTlfhq-93h9j0HyNwT2MgQFax8fWxRXPuJyNie1n165L8RCulwwekbGQoSMCZQyeMc4wI6XmLgHHZyil2wmZhME7rEGUJB7jntISBIuVi7epi2weFh74cxlNbaahuBrcC3rEhBXMlBHuzQ1dayMtZTHxd1Mu8V9ZV0OWCnTspC5TeMJkZz01YTenCIXHsYiLV3YiBCmHU-ynSQPWvYArX5mrvxA-mADmQ3qbRFNr9D2NVsOhKb3GzmJ5EGFMqTvwb2-s3WJawW4dsj5rKyOUkHwm9dz-XDpzNEjUWRd_zL8jKcf38vzXjjBc1t4vw7WSTknQA3231rY5g6B5fAF0_tESNwagJj7DZgNfnYlFK9eLUqkQdWOGwG40ZWi7iHKXVEzn4t3Uyu9DxjbR1URe8YJp1zosQygaNN2gzUJwdrDhOUJrB1LMippPZQjq1rnMkOjfMb5ftTJDc-V_VW_TpsejHsv2QKPMf9R8BeOUi5b4XptK4B25K8_yzDgDAtk07X_-QzJnUOWfC0lO4G987DjEACibFtQ_F87XgRCnFsdTB_1XpAR0vNUzniekEHe3KEmzHzPWONBDfOBMkd9YJ&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16146676/2a0000019919f9fd9b17d93e1b65c68a3ba7/optimize,современный
230,Стул НИКА СТ7,стул,2740,41,48,78,пластик,черный,1,ника,https://market.yandex.ru/card/stul-nika-st7ch-chernyymatovyy-chernyy/4526367647?do-waremd5=M9-Tq_TGG1iduczZSMh6nQ&cpc=wlx4ouTpLTU8knU-9uGa21PLrJvwmAApWa483wFRRtIEACI7gRTa1LDt_1HtagYMyoVUkq67Zlo9lGPaIN5GkV7LdXid5Yju6bRZiP83BRE12qBhZn3QH9BD7pWdobpzofvBVCkaNEW4PIhNf7YDfm-WTaWWLxXYhw4_UuC0TrcivOP36WCsPPcRoFFYOD6rBiUw3REKDExlET6SXHREoPL_3ROmPpOv_EFdK1XwWsJot0k_RZ7nK0yQVsa_FDGqqV2r6fb7JTdYkhlusUgFsvFIGzR7Q6o5OITPdWJYz9w0p_vG4eRNwF8aFYHdpXiFG0Gig3fPRy-2eYhY9oPUOa92phuRTPfehgqNcFAN3qfvG9EbD_zePOoLN-JOlCcn1Qe1RMXp7mwtEotdZpagnRAMMn_rm1EEilvDSCev32tRQBZtZHMmgjUQCA7iHwwgi_FQ9edgh_zii2J-A9TkoX7wjYf098b2gjwrL4SMiMdt4xj0x1esZmZaQMGtisxIU43zshWIf75aMrXeKMdKVRYd57Xk5bKD2TqvrrCkKLm-CLrPn06g0PigLxYK9mDdMLKAVY2E9Af7-iBj_zIemqZsIjhRj1H-2xW6VnfeH4U18YZ2U0wCgj8Hh2FCFi_MOXX4y2ze2RvPH42Sm6CrewlTcAZ4eMwcKQs0tf6oO2GjsEozj1tIypCpq5ZrHNITHXHFB3OViVfZs_qkaMXLnxpkNaCfiTnQZgiKy_wazGxglD2qZCmTaKFTcL7szu6lUj-6sUkcS3o-3L0D2iU6rMrnpYBJVJpIdNFFTUjKHP7X_fG9esyPzdVIMA36YUmNDtla562mtCkhJO2KFGQ4TYBuQJVjgtoOXg152SaQqe1UP7wc9-8VPCWOWN8DAsScek7V45ncvx6Dh4Hw65aLB39T-nOlVXX2K-x5sYdk97a-4JdZlicI_w%2C%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5232557/2a0000019b215a03c7ec6768f288c2b645fd/optimize,современный
231,Стул деревянный Венский средний тон,стул,14145,52,47,76,"текстиль, дерево","слоновая кость, белый, коричневый, карамельный",1,stool market,https://market.yandex.ru/card/stul-venskiy-red-black-sredniy-ton-bezhevyy-tkan-derevo-myagkoye-sidenye-s-podlokotnikami/102437946944?do-waremd5=XIBgKe9R6H_l8bJFnd6b6w&sponsored=1&cpc=0RTSiEoknhU4b90lG_ucYvAIo9OKiR9hIEDks0pIIjNsjB5rjtar6qOJnhpaQe3ugNyZ2IWIzwAveO5MdfpcfVLyE49u7j6nZgB6-vIY15Kj1l-YAKsV9rZaAmX0dMb4W0Jyi4QTdPeqtp1uU188Y1mtWCuqmhplI5o4NHvXXAXETZN0IritFeIqdJNTZnpsEif7Ly-NNdE0db8x7aB3xFEk30ng6rD5fL0bf_sjgtqVE__XX641Vm_lMKKtyFveH6TeFGpLk5abV_8rwrw1ztr5zZRJhlbaD3V00YxADc_WKDyPfmexscqY4IvfneNPfScaz5SzcUH_IZSzpPhvA7dOXmwYERgDS6jmCuU1Fjrv-C-AtELuyNDPuAs14GTzwg5mcU5SsNxzpmjlkIZerE7ikwoFuY2xTn3JDVdD0tWRQmomqrLNPkvfHQ5THFDZ8x0kL6Ncfwyk-lLEEaUOMWItCo55TMD7zfpC5OpOk3S-AgWCDy71TUhg32-z2osY_GXrBcqUhrsB6WJt7npcOqt2J2QtPwfJwuIl5iZacOeGOxblkvTZd5fRxhLUsGjumSeWams3k9d5dYemB2Uge9aL7irsXpU5oabxgXYJc7maeSz86bCiS8WGEwq0aosQssJL856uzmQerw6dnvx5Y80lTUVCkqd5lDEWP-QKpTA0Wv5HhzneDQ%2C%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/4606255/img_id502844490489342954.jpeg/optimize,"венский, ампир"
