id,название,тип,цена,ширина,длина,высота,материалы,цвета,новое,бренд,url_товара,url_картинки,стиль
110,Кресло мягкое для отдыха в гостиной,кресло,23687,68,77,94,текстиль,"бежевый, белый, серый",1,brabix,https://market.yandex.ru/card/kreslo-myagkoye-dlya-otdykha-v-gostinoy-v-stile-pechvork-loskutnoye-brabix-533148/4891438403?do-waremd5=QpERUA0_lXCxkqQeDyU6Zg&sponsored=1&cpc=UGuNEClKzd8Oilf_q0zmUOK1wRXHtBpSDa9nxWL2c0sjwcyJO73oyfQ5UJK2InfUI9SMkIbETatqBCGXiR3h-vIZ03ya9rKuKmi9XQ06SUzYDRa1pTihY0hjUsuteJVx3tqzJmKfdaycCnlrFxOnSr6K82w9BHqMkvjba9AY0YgJkK7DSbLkbzpmTGcO2s3fIXgTYDfHOKkxDpKC-4V_BKV0zXyAOfK678aqUclWdTILU7kQBUdabgSPoDEj-rIdRGebsPDn4f4miVmDXD4egxaChvwWGEatwtOTPZsfRcFraYgrvSUnacQHlndvJcPQO29r9kRfgxWQvZLgFn7wpVvNAlAan59dISpfozRp8tLSYE6XM1-Sc9oZ7xrPJeFNmy9F32luhWKrYBYvL7Z9qBEJE9RZ3diQ95hzYIzK-xhQBZEUsDwvd3L6VMTF4dxeej2GtLHvDC5L_ZCJY0njbEpKeqdfetvBUrubdu6WnQu3apeDQWFCVfSh1FLUTd3NDtu-7RQXTXQQW8hKrJzUeagBVaT8WdDJmRNMyRoCXK3PjKMyYXoJMI5VkvkaB7a499XT9WH8fzUGd8_QqHsu42WMDzuWvnsrjxvV4xCYcTWy8igL2L8--taGK5NQyjAmRAoDJB0qkquPjk_kwXcL-lXiSZg4BdgZ_5cyLoIUXsJ8qT46V3o3FaVD0mJJcmDGQHkG2CTmuFNUDIw1IJCxribR1mAYUlhlvG5JJ-xnVsYjqjfD-iQJpOnSAYVD3fGAOdHmTa_8jrLrXs9u0g0XJQ_6Sja3rxWh0Q5cpTz-75za71KHfFuVCvQEHrW8RuMc40fBVXRaaGzcvSn2Ogo-4Mug7iPOboUFPPBlLciSCp7z7IMPB2SyvVqx74t0U7Z15SWsyztyTK45hDdYImy9dM-e63G3QcNWnGyKKqowFeXSUHtPHreK81cgJgZx5euJH286TDURGNw1L-gP55dLWlU6BQSbCHdbpuahBUDrpQh2AK1IvElHccvw3IFWqn-KV1qzp3ZKPP5ZzroMXG8qDI1BTB44yH40YoK30zqkgWbU9zPBDHiagvvl3MeGfvoibIrkzFIsoyKFSL2ROeXNjgrIoxfO3r4c1fc5X1uO2SpdTVherEiOh97LsCcNwxsyV9cv0-z90ocW1srLl0MwoZiTroQbBORmUNVufRD9jooM9hgXhNLt3Koh5mjt8shM&nid=61987828&ogV=-12,https://avatars.mds.yandex.net/get-mpic/18787582/2a0000019c9f15f2cc12a00d1b0cdae21a92/optimize,пэчворк
111,"Кресло hahafsq ""Вирусный дом""",кресло,15824,45,47,81,губка,белый,1,hahafsq,https://market.yandex.ru/card/kreslo--1-sht-smstilnyy-kremovyy-tualetnyy-stul-dlya-spalni-s-ergonomichnoy-spinkoy--virusnyy-domashniy-60kh44kh78/4473008560?do-waremd5=01-ykalIWKpVnblwaC2-xg&sponsored=1&cpc=KTN1f1IlIXcCFND_Pqrc1O6CfdQYUw8IQFZ-deMi8y63a50_5_g_MMO5-D9hnPVoKmjUnBXFfogU8lFsYggrkxLxRVvfxojnsMHdsTN-VEkFPY_1uP65Y5y-KG2eKWVCtRgR33Wi7xoEDU3cVbjafn7lAObtIUUiJVJWuvE77Dg1BxD3TKLxuM0qn4G95e6bFQPe4VLM2Da9FWIfXEgIErANw8_9sQa1J59PmI_HfwmVhLsrV0SV_EBCXBgcY3u_mpEE8vZy7INtaJTnxGGYcIs0ahywDlIaDmGndhncXxAQJr3Ulpbxvh0yYVUdCkR8oQPBka5yw6lxrfg12P2OqNGq1eqEkMiPRu9_5zzqBzL_unz3EokKm7abYk9VxLfpRuRxxkPNLRdf8HWuxpqOv-ovCfGM-GrrR3D9nf2s8TVn6wLumoWXR426hS-iICT5U8Y6qnHYJ6D_QBCNeMofytuWfjWlWE-K-pdMAZYjPChL-s0BlHWfBVQDij4Az109Y416IOtZ4ngyNlH6bUyHphCUO1PArOOnXfRMWJDhGpJxZWn52JgSaWheV4o5aSB-GN2BZnflrk3zm1HwLoH6CXNupvmi2hOaWakZPBqOu0pUj6LmGtmUOMwIjrXSBWn3PjtDqOqxusw1BYkG35pUPhL1nhSiidB0ckqQyTQ84x2Ak4VP3oz29AxXi95b-raGvbe0w-tCmrEeWyENcL6srRhhOr6VcRv2dqWRTbwCzFkoc2WqSv1p2XoK-VanezQq6At7590nsRTb_nXUrO7attH-4TXlZRY_VWsn0aYLkFOi54c7nn71sIgU3zzSjYPlP3BX5Ki4EarUSIv0VAEWVwrFwZUxQ8MdPL9z1hGNaquw5EaeVWlos1Lj2u5XNuDiuc5-RnnI0YWSKF3f2tU_8clQ-aY1FXzX71pdOksOXyE573C7gkP1TdXzc5SrilbQIVLU0ST0HQEfrl2mLQko2P7kiJPgo1rVlZ0GsdNf4LdCQGajI5q-sUdNVsWrHetPcqanfsSDbdEguCgrxONZxT3-t4rGOuw1Z8ZSEdebvFf1SzmZhemJaC2MWopMAQgFDT4SEH0NatRJvpBHZ47ZRaCDhHAH3mq8mhMVSrvWtZG83BbW-Qzq-9IoAyL7JQj4YppgoQEH6QXKR8sBMYJnXwS-t8nKhWa8Uwr45RhjMGeisrbMs7rzaw%2C%2C&nid=61987828&ogV=-12,https://avatars.mds.yandex.net/get-mpic/15176965/2a00000196969ece2c1907a3ade3e3df4e6b/optimize,"китч, классический, лофт"
112,Кресло для макияжа / кресло-FAF,кресло,13622,36,36,43,искусственный мех,белый,1,tiantian08,https://market.yandex.ru/card/kreslo-dlya-makiyazha--kreslo-faf-stilnoye-kreslo-dlya-makiyazha/5029448810?do-waremd5=UATw-1d26sik8IAo7T9UhQ&sponsored=1&cpc=kygAiiMBupzZqHxbpHjAb1LYOReFS-jI3EV7mQh2deeCTv90txnhKl74NjMORx5cOxXGs5HaxHf-_DnvduHq4et_e3CDzTaU-2LYqbPbPa34oqNt2YzlyoLYsgALl2tdEUc-Q3CpUMMk5_hO86_mYkKhgS9Ly_gCtHgZlZwm3nC9kiqx9nzE-H9S9bwCYwmeXBjCtTOUTTQKwJuG9tytWyq9k_ZlyU4p8gF_yan4y4jeGnoXx5I4Ceg81tPYrphq6tkGqwvv_z67xMTZrqeU2R1xIyhFZjwVntEwuNmxolNvPoP0IsT--FlH1t8qwhwJQNTaUzFS_BwI4oZv_jW-rAPYcBxMvOt7C1vc9k90wZk%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/14720780/2a000001978fd586ee6dc4120a806175d251/optimize,"арт-деко, ретро, модерн, лофт"
113,Кресло Hoff Сиеста,кресло,17599,83,92,83,велюр,"розовый, горчичный, изумрудный, мятный, серый, шоколадный",1,hoff,https://market.yandex.ru/card/kreslo-hoff-siyesta-tsvet-bledno-rozovyy/102036860807?do-waremd5=G8JbXf_CbGkrD6Hc7p7NFg&sponsored=1&cpc=KTN1f1IlIXfvsfIGNQ8jCzi_US3z56A2XOWShyyofuL-fB1MyCDNWaBJIiSqdu7pbZOAxOdgXczXv_0nV2xZmf8B-7AGSPSwDNaHL-jbey1vLsid1YViA_doLpvNmesxm64IXVH5SqDbUAgqMewokJplBlG9D1pOUTdtA58zXB_N6zgBrhYquP4S3YqhODpZXhIBLrpp1s5_XIfEMRG217nVJqodmQBxujflVAfcurwX8t5NzjB-diJvZX8P4kdHnsrLtPiVtXe1SLKDdEKxVi3RnGNfrGiVcwc_Yux0mDCm_6l5ZfvDGT-RSJ5fejMx5iNLJDX3F4c9Lm2h_HeXDsiTEU0Y2ty2ZgOutXyWnamkS6RgIB95J2ENM8a0TE74900ULVwD79M2ybQOe2ecEQBmAYJZlc8TKHI6U-dsXpgQI_-kotFkYSa2yn5Al_7ZAfR2wjariPWa9y9ccdquJxT_HHBcAbPVXpoaCRcigBpSbUlUzKWdyBk9B8BwbEihFR6iN9mRRDCtMI_25eUMYJz9m_RbtNQ95GHQHJSKPtdlT08Jzs438ILt8hvtPpV2noZPwl0wCIsmZrNqLv2Zgz45xlw08B-OfxmZe6zbG-qRwzIRHQzZggM700bog5oQfw10aaGlIRJ9vlGrt9fo4g8fDSDK1-xUd6n_6EZm2OXsflS0RfDlCY_cITLL8G6699uqTdDhuGvEb-TTOUrtml29N0I_3cO9ZVBHGfIDBDGsxw2CmdFqI33WH0ytswtV2Q38-rsAlY03S9XYb6d4Z9Oc6sqxH26XNKNntjzExh4zgynBzHJ61whRuP6Efd3rugByrgpiCzCWqpmi2vrluddTQgiWki7lScWEaOagGkYsKbGTThIK2jrjzwGRBisyYvBrmPOqkGFIaPSSsck-MWqmyr43hH_yVXHCHQguiPGKl9s0Gny03BB_VD8xyhGJkRpYNMfs8S0T0gYlnhNAu4jghTFD1357eta5IVWDPS3oQyJ_Sy7qjqE4mGcobzp4fzvXdu_KjnP7HHGeWPpsZ94bFyeZQ4jYWTaFQxwX5T8%2C&nid=61987828&ogV=-12,https://avatars.mds.yandex.net/get-mpic/11402506/2a0000018b634af8360040040d372698da67/optimize,классический
114,Кресло мягкое Сола,кресло,3999,69,70,69,рогожка,желтый,1,hoff,https://market.yandex.ru/card/kreslo-sola-10209741-naturalnyyzheltyy-laguna-555/4511499245?do-waremd5=eGT9h3KxcyCwuewSf8FCeg&cpc=KTN1f1IlIXcf7ab_ecfZHo4M0ANbPG_IZ0iEluXozSckSGr3jxBxcEhd8mPRYm3EukFIcLvj4q2xgEWxiVMuLRW7xidHOp_KiCqSmCJchNwS1FHS5XxJB2JuU1szzyloh0FMPXO0PuyYrHpyjf4C__aT5s2P-1yO4hqhsuSuj7SbTsBrHXC_2J8SkSOIThi9Io5BOTuYYrM0LA4iRoybgqFxjNqSBGp1qG4GWFJ6fipTTRTmSsmHZJoU1r69cbTxwOr3R3WEEB00FizY48PUcxKQqVgDNSrnj9YhVgHACHoMhx90SHru1tQGDbG3uqlkvlordMikmPKXa3fj6rbht2sxVvNbCxyLVf3SHqdKt0tF1hhOMvpkFhXDcvTeMgkmxhot7xD44cZJhCs99d4pG3nUfI5xG8TYoJ4R1pbBS_00JzUP7SRT64KwDK-sFNFqn_q-0j3h7omDWmI9xONRnlCGI6X259M2tVjox3QCzLCYtybWHJXyIKkcWnWwJaeD7cSXfFylwiroD-MPmXh1eFZD2md2VwadHtxJGy71MhMui1cfujcP54mLQwpsmBPE_AFjutD6sbU3ixc5yeNKrYTS0zX6jf65llzHvUwpZfVwI-r2KbImEv8ExhQ9ymdCoPociNSn17qhStubH7doDOxW4J0aJw-CekZ_7ANptSQ55z2pfvgpGLDzMuNmChhW7DU5JFHS3J8CVmaGO23QYqFjMpiDNqLKFIxcWt94XQJ_9De6FqGonCd7H5FwjJEaNiTVqHnxYGRFpaCxs03nDK54AbSKipHt_dvJRoUoWkCB2gkGvqnO3SIUYp6RZlzp513_rTPeCTBwhMoeqpIe71pIvabSG3nj0H5ow6PyZeIs-qw7qcjLMvYZsoLXpdJs8SeK0jJ02wDn27uw9GlvqQYLtQbDwH_la-3e11z2IYszxwv9sP9sUNinFIvsTNAqUvSrMY4v6M4%2C&nid=61987828&ogV=-12,https://avatars.mds.yandex.net/get-mpic/15303770/2a00000198171c174b1a3b0fcd9a780a66f2/optimize,современный
115,Кресло люкс,кресло,44710,72,74,102,велюр,"коричневый, красный, желтый",1,петролюкс,https://market.yandex.ru/card/kreslo-lyuks-mekhiko-bordo/103185131176?do-waremd5=v0-I89aT-vX0AOwlN3YMjA&sponsored=1&cpc=sj2on-jPqBsZ8g0wwcJb4FuNklGUziAMIX0AdLG0GNMX8TLX_wuv2cM8C05PW764mHFxxH-mYCi3bicRJ1PTavNxMSTYAbr3d0GWsnnLrqR7svoBq9qOoTkbj0HTEagvLzlbj1xdlnfCCDA-SPwhv6iqLAhA0IQQk6Ai0NX-Gf-vm3Lr_66Z8F_8whGDgiA_oXQZJjeEgBxH9PTXU4zgsCM6V-yLLXIOCKYRipHOb2osG64NfYdOFR7RM3SLhbqmeWXddytBs5RAzz9Hdo3K2hf_G8w9I6uUkPag1yZdWaErOkPZHJnS9u7UANSTAObn8YXkHB2MY_5f9EwKoc2VJIu3oTLzl2jAiJRVLxADCvg%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16488918/2a0000019aba5751beaa0c92240f36196081/optimize,"классический, бохо"
116,Кресло Фабрикант Престиж Лайт,кресло,22542,48,57,57,текстиль,черный,1,elementx,https://market.yandex.ru/card/kreslo-fabrikant-prestizh-layt-tkan-mebelnaya-tk-1chernyy-gp-140-o-pl-600-golf-rolik-st-4610097306419/4538374896?do-waremd5=IYQrddxuOJbEmDhDyd3_PA&sponsored=1&cpc=_VrYzPEZuwIXme5O6T5NyWwSExwM5IdIDmFOIYuaas1QHvz7XtQLpa_8HMFKVxMM4p6PcmgkpRKwC8fb3p1L8L8eol0Oh6i1Sl36OPVRGM78gyGTReuNB-cp4PzbAi7lbeLypl3QBLHTbemgc81rMesCZWd4zmleJMwGAFKl3-MTwV44et5uRJZRhekS6NHVIAvqBeBIrhiu7P8FfOCJRgVhl8nG8cPDCXBf8ozfK6E0MCd0DbCPyIZKtoKVKmj8ObESdQXtOjmoH0JAAQtda5Zz2IoqDt6oJ_dfs7R3GF8bku3x7k-W6nnILYoxsAy24qpo1RZNEIgrigjDp4acJbG50nr_XQxN3hSxyaycrAc1qMJs8f5nOY2RcZbmt0irXE1MzopoFxCcpgsxixUh4hF08Lkl2XbChP49xLtouxmDD_srXldEPrE56YVlXI34mraQefvJNQEom9QJzxlHF7bu-1MKasF1suUQDsobc6gredafeEK9PSgBq_6dOeRz6TfmmO30BrM5uvNYHNptIuYTM17SvUiBN7qEVVeDyYZjSxePUtYSJmbtG-MoWHB1opJctOLIB08FOsm_vfyYEvs-NZ3Rx4KiqCNBRDYxZmcOvTbpjQ3FyTiUiVJFNit2xwfM1yweSAtRnY24R8HiWIVLUBkOosjropYSlujYUf22HtYjxv7FELwDygwVqy4thwQigWCDZOOlkdY_MTIpg2FAq6U9d96UflqN-MH9VBLRnrj_K-4gxof0lN8H9XdCTYvuF6X4q56jWD0OpS9Wqt4AxPaWNy81q4AiDXrAZ9Yfeq7AAKU0g740ud0vsBgzI_bTOvOSwG36dXobY1XO71a3re3XoP-vtKFurVZm8Q4JKWNrwcqmsFr2zTAj1GDCE5dFp7AX92PDV3QDLJqRjHuIVe-JSpiCf61Fizk_iVfpCTVCehDoy63W1c-arJRSa_MaBsSAquVbMgQ6Xhl7fxP4IlWwF2RpoNXEPkI5vXsdsIbLJIN4NVBp0gejydqIdb3mykg-jF4%2C&nid=61987828&ogV=-12,https://avatars.mds.yandex.net/get-mpic/18316420/2a0000019ad770ca0d1e44a7953974a4953b/optimize,современный
117,Кресло Лачи,кресло,12890,50,55,77,искусственная кожа,"черный, серый, бежевый, белый, голубой, зеленый, коричневый, красный, оранжевый",1,шутов а.г.,https://market.yandex.ru/card/kreslo-lachi-chernyy-razmer-505577/103566381620?do-waremd5=75oFLxZORMMPJflxB_jjRw&sponsored=1&cpc=_VrYzPEZuwLppotXXzS_Px24UTFQqCM5oFPX_Z4YJZMOn6xK0pveAwN67XXy39d6wj-vN9BiK5fM5LKtZfvBglXT-x-E2ZPCc-Osfydx3qp1aChsxjr2_6MlF1umvl7GovrdinnTU4Mqu9DRQeoJCqCj-Vh0sXJF3_QBWtLO5mY24xUe_vstC_1ngmLMB7CYTYzpY8bSTJCmhgtq__LIcVPr_V9ix7RpHOtpt2fOkG8osSfrH1RZrEC5u7l82rWJW7nlSYg43ncK33sMwx_H99POAzqtG110zLjrq2qQpB0S3Bb7kg-iVCLY0yohMqF-OJbwYJISwI8OqH8qEqnVRaw4xaDf6UoKuFcRPgB4KQVr4Y85XgGZ8PUsQz4Iry0kXxLeb08MC8yhcAF0w_BS2314oonHphhr56wNWtjrw4DYgBwD4rG-ANs9LqXF9hGl-PDJofrUU6epw64llo7r5tXMyniupiJUWa6722dwhKI3VBhpUmzyluT5SXV2CyeCIIw8CdMnngSf4EZy5Mq-NZN0WlqMZ6R-7MuW_gBMsidS0-0Ei-lU-kjwenwPS_-sIn3eDCn6hepbMCpOhrgExWQyVXfWNA9uwaV95eHWi0_6sjEjAxd66BeGD7CF27yt4FhgOTRNX29rFH2P_SRTjig8Y9yRi8_RsyKH_qlRhky8NuXR4MOaPVjZKENZ1LrsJSfOZmYdXQA8SD_4pJyaNCWvw1WF61o3uN1OQvj5VC5g9aBJmY0Hv7c2m9yuAwNnpilaNE9K32xtCcssXlxJ9UzeIibg0U3Mc1ZFj09AAVGNxUJvDPGUbdvA_iQHdjEZAqSP1PxgFKJUP6X88B0pQSxVVqotClES1WTLJWxJmzZga5Z5rzrJlv3jRx-Wcx_0hSB2Gm8YKECALruiTrSDVpoEIUNr4zpp3uxPG1f2rH6iL4Zu_9KeA5MhCHzNXtGUYfPpTKSN84q5sELSJJg3b6E6I15u2AClM1Y_0Mo2lBziFm_qX1qDM_Ecfp25HN9B8P1CexYlGKQ%2C&nid=61987828&ogV=-12,https://avatars.mds.yandex.net/get-mpic/4334579/2a0000019276bc85983ec00c4a5477089046/optimize,современный
118,Кресло Евро,кресло,34990,83,82,76,искусственная кожа,красный,1,шарм-дизайн,https://market.yandex.ru/card/kreslo-yevro-ekokozha-krasnyy/102078986497?do-waremd5=9OQyE-eW60bWKY-tmY2m-Q&sponsored=1&cpc=_VrYzPEZuwJvE3DOQjnI3W-I7HEc4fCnKBeJY2nkuuTHw_Jz_vk1tYKItA0oKtv0v2xUkG7Qqw1_zUUIzlZ4WnWNnT-JWa6tRxUhKiqz6HF2vs0n13tsLNL0XnWRaCj6wve8jU3ZIdJZx8JC-eg02b2880rz_W7wmYycRDO3euqUQ5VuHR9QUi9TvfW9iXy5_maQ9Uw9Wf1P_BYrZm7jphTdSho8Auq_KGaVEIa4fw3qICBfVQ-mXEp2N2fqKY3cua2GVjbL-LFc99hvrm711dkyYxpqmWtRi7MmpJnIsXOPVWAi6-Huo7_Br6sTZ75UD1OAtF1bzfokF4B9lJLtqojSIn0GQG4NfuvKOc6B5C4yyUwmGAH8Z0cxQQ5eRicjNeakKc74I3nBqi_PtVe6XHFCKT4kz8edlzWmbGyE3mX_ZiUcbqMSPFlgDGcTRMDS96OQZR1A672cvQH2cn-0pH0n40NYwxFW6dsT6FHdr3LmZSBS8CC7gf6-5mz63o-Z1MMT0DIFW1UHJSbBC2YsLVBxfqwqcx_btnazxwNAPsvWDeaeD_p41epHnCt8zxpywnXmoRWO7Vd0sljnsvViHVDdIm1zyedH2YJ-7dVG1lXyx3oVRpY7ZAWZqb9tsIQ0tRjuqZRZD2sPQtomDPvE-WiVSA8HtKzP5nhx91iWDORxZxfRnWGPYEPh2hLZm895yxWQgv4zsv-GMLXzu6WhkaHF3BpMov2gtr3NVEydH8lvaJb2SNk1TptLmZltQy15juiFI5VsbgiBAFiDO7kKnFh4DiNYqa-oJABSGLidLXMMPN4sMpNiOOg7IUET2m9fM4WXgtyqg_RoMCftU_xxFVLcZqvMOj6zdEUOEnsC5t5UkjB84PkvnHqADvz7UCxSlENq_St6thmhfwTTlsS3GY_wQJSf9ltjRIzTvnEm8D5TewhUlYIlSRPheoEXBlfSJoUJ3uDJuXMCcuOgO8JKMCT4Uk4Y_aqMw8i1cXahdCVI7IxSu6OmN4ok6I0Jo3PGEWlNEG20f9r0KsMgAYWIyQ8xGQ1G8TP4&nid=61987828&ogV=-12,https://avatars.mds.yandex.net/get-mpic/4250892/img_id6176568782087471273.jpeg/optimize,классический
119,Кресло Heniver BABEL,кресло,3199,44,56,89,пластик,черный,1,OBI,https://market.yandex.ru/card/kreslo-babel/103182958169?do-waremd5=jAja6yCVl9wDZ_t2AxPSkw&sponsored=1&cpc=_VrYzPEZuwJBmuHZWzvAHKqQemrm2njwL0Sq_TNRSwGLsUB92sFvmVgVEDHQnFTGRmVQWnk_LTc1TxZitv57gSDwQPwmC8WSfYqGA4_koh6F6xUgB9EjchaiYS9GJdFU3xEjkqGGY0xrLJuh9m373dgA7f8HwuDCnDAKkKIdVqziNWzZmBC7QUJj3av00jIdBlXDHIsjXY3aUBMl1NGQ25Jzwfiamoqyd0-gtvv3nyfnaUxFMkGDDrPSogTGxopJWVSHAVOMiQ37xlsz59xqiCtJeD8RipahE6ZJNuatlmNpy0M-8Y_WsI16sXGr0wlg-fkJS7hupZ9SkZTBu0g7aciMYTj8Z097DhOVhg5lB200Y3krm9K6oJ_132wpjNvEYV7FZyMQh_nGEuRgoCUPBefKclVea0OifjALwTK2a5W9u7bxtSbNdcFmIpG1sETVNzQXRP_U5m0_EdimbNMS87S9xY2PZLz6Juey12n79_qfMYEGr9bA7CHImE65_u4NLKvipYLod6wXc0GfslfaJD6RJeeNVU7wHC0pl5mQ3efF7Y9OTD_ZrTcVZsOYi5Gbx33BhS-TJlogv_0lWRYCjUQxStPd9fc4Qle2yqSxb917dEVCMpcKXK6lcb7f5Cpmu6awScbs8T4N1QSJc8LM2FksnyPso3it7NcTKSOEwc_W8CFUlN3pnk6O6-PNq3QMPj22hJf9ZNegG00iAtlm9lzcWj6JeMCr9VtuwfV-bu1BunuoMsAnnFx4FFc2bBWtZQvBbosyow9cHs5Nxx63Grt5l0o7F6yGDgJgJZ_Zd0bXQgcgV7goKuGmdQBBFKD2S_IKA4hG_AtwxQxe5s0CiHjdnQMEh609AgryrasIoFl3-S8EhEGlc54gaPZKm5ksq4d9VmS5PhIjhvvRjLkZWsVwPy4GWdR6Y22DYEks8cdVHbWWfyG5h7YVKWlyzPjKVAppv-cntrm7Whs0_QjatTxm6qY7EMrcidDFtRikKyXJK5z8WR5NjEoQx2gqFqTIUpmG5Z5ibSoMFgeiZhpGY3I3y8RDpZx0&nid=61987828&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5283122/2a0000019c2361e666f9906614674a40c111/optimize,плетеный
120,"Кресло для отдыха на балкон, кресло в гостиную, без подлокотников",кресло,28990,57,79,71,велюр,серый,1,glider,https://market.yandex.ru/card/kreslo-myagkoye-na-balkon/4651065275?do-waremd5=HNEvg2YA2jlkSq2Vws3JAQ&sponsored=1&cpc=_VrYzPEZuwIvmoNGKMsVWi7_QsQ2HX-ou7gzBkgBFIhD8gFEvAUCg2rp1USPqPJcfBiao4zqUl2d8UkCQgLN4z-VnZsAQMPOend-ugNWWtLwVn5e3WGLRdVp-SbNft5E1LHiYJnmvyUqLX_ZkGUvro2VzaV1NECrXa2y8sL_KcuaQROkqH5pYV_z7UByatk5XD5QLt99ncNDeC9iGebtbZjWfCnrY6C_kDDlAxxlvDD6gJpxL4tje7VMcdUYBhMmzWFDnV7-CcAfBTGW-6Rt9DCD-zHAAAnTrK8mBKPibp7aDucqnZXcEa8VqjTDT2eb6ebsuLXY5ClmwcPhhg1J5lhJ7W0eiqgexIyDbAxs4FtysQgKs5sSGAahKsFDRgttXxtrXaB2QIomHWa-IgsnePUDPEGQjqS4sNATvHsuR4chaI8e6FiXpjDyw5DwrGCGcKcP1aJavg-T0BI_DKVBHt_5-LKZ39c4tfrDkLKd9VGqYzLKOtbtytrB8lnfejgY3O8SCgNya3iFDVB_5yXo8qB7b_fekP-I2b7NiDnW62Hc3dWSpn4QvPaFIcha0mwfzgiQReNRoPM-WmsVBuJ7iUWtZptC0qE79Dgn6ckLgfQJxwJv9rQpn4QXp1elSGh6dSb54Ap3Njda-f9nEjLtzY8FtedFUihKDsi_PZWC_nq0-EwKQM97OBYQefXZFTJQQIwKzZ5G2h0L_5aGvpDpIsWcdaIfQjFijGoPavjWan1Lno63dvVr0m98rZ5Hfyi7EYsMCd2NmoN3uQ0C-6vDCZYa7OOfTOYnrMkqXLKocjDhyNtREx97PrtSIgXNbqdh8eRvqQGn4ihf5NQttSI2nbyCtRLmGdgMh1S8bwZ9EXaX6W8BJgEb_3B1Ze-SCJGchkE7UAeZbNUAuVLYXhBPRwjZHxzvCpWQpCoyVKOI1IG8A0wxpwWxnx9CJHW6uWE1dpiol39WbauQreggMea0_8OLdFrnNeoIvFBJ1BBl1gI_tqzL6isH4JY4VCnmnfsXPE_RQDRISFHt0eNq2cUFFUV81KYP6yrEhsVyjR1G-zSXWb8OyuR6rJVkCUQZ9sLN&nid=61987828&ogV=-12,https://avatars.mds.yandex.net/get-mpic/15219702/2a000001993d9ad86f0eb6c8ef4b516a6fea/optimize,"ампир, античный, арт-деко, барокко, викторианский, готика, кантри, китч, классический, лофт, модерн, морской, поп-арт, прованс, ретро, рококо, рустика, скандинавский, современный, хай-тек, шебби-шик, эко, этнический, японский"
121,"Кресло Versal ""Фаворит""",кресло,75890,87,100,100,искусственная замша,"кофе, коричневый,красный, бежевый",1,versal,https://market.yandex.ru/card/kreslo-versal-favorit-obivka-iskusstvennaya-zamsha-tsvet-kofe-korichnevyy-87-x-100-x-100-sm/4338277070?do-waremd5=yESKpg-nL1e1wmO01XIzIQ&cpc=GyiGnq3oXjRY1zPhsAR2hRgrlK-pdGyHh3Gv-3olwExx9ku3plpPMQoibq0Hov6J4FBopL0rYNh1jSwKXzDo4cVNgcYR60pQjpUeVE0WinuFcsFhBRj58qaAkw2fKjDSCN16nqAyYbofZtYL9w2WUJoVk2L_P13gyvvHRTrb93UO4t7A_Iw1XMJ0qxnisnfB-hvtxvX5hrj831N_GmbcKDJrqLAPhu4cMsV7tYkViXtQrkNlb3dKfg%2C%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/14036716/2a0000019671710d07b2a2ec903b8360e4f6/optimize,"античный, арт-деко, барокко, кантри, классический, модерн, прованс, скандинавский, современный"
